onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
1.816471	1	SS39	 1	StopTrialResponse	0	1	0.75	538.149
4.816294	1	SS39	 2	0pStop           	1	0	   0	    NaN
9.311452	1	SS39	 3	100pGo           	0	1	   1	  508.3
21.32936	1	SS39	 4	0pStop           	1	0	   0	    NaN
28.81569	1	SS39	 5	50pStop          	1	0	 0.5	    NaN
36.31853	1	SS39	 6	25pStop          	1	0	0.25	    NaN
40.82384	1	SS39	 7	100pGo           	0	1	   1	477.527
45.31142	1	SS39	 8	25pStop          	1	0	0.25	    NaN
51.32316	1	SS39	 9	25pStop          	1	0	0.25	    NaN
61.81335	1	SS39	10	0pStop           	1	0	   0	    NaN
73.82117	1	SS39	11	50pStop          	1	0	 0.5	    NaN
79.81347	1	SS39	12	100pGo           	0	1	   1	518.238
90.32086	1	SS39	13	0pStop           	1	0	   0	    NaN
100.8161	1	SS39	14	StopTrialResponse	0	1	0.75	538.883
105.3194	1	SS39	15	0pStop           	1	0	   0	    NaN
109.8146	1	SS39	16	25pStop          	1	0	0.25	    NaN
121.8223	1	SS39	17	50pStop          	1	0	 0.5	    NaN
127.8128	1	SS39	18	50pStop          	1	0	 0.5	    NaN
138.3173	1	SS39	19	25pStop          	1	0	0.25	    NaN
142.8249	1	SS39	20	50pStop          	1	0	 0.5	    NaN
154.8095	1	SS39	21	25pStop          	1	0	0.25	    NaN
159.3171	1	SS39	22	0pStop           	1	0	   0	    NaN
 168.328	1	SS39	23	50pStop          	1	0	 0.5	    NaN
177.3109	1	SS39	24	StopTrialResponse	0	1	0.75	454.679
183.3173	1	SS39	25	0pStop           	1	0	   0	    NaN
189.3212	1	SS39	26	StopTrialResponse	0	1	0.75	 466.72
193.8293	1	SS39	27	50pStop          	1	0	 0.5	    NaN
198.3179	1	SS39	28	0pStop           	1	0	   0	    NaN
 202.814	1	SS39	29	50pStop          	1	0	 0.5	    NaN
208.8132	1	SS39	30	StopTrialResponse	0	1	0.75	496.721
213.3168	1	SS39	31	100pGo           	0	1	   1	472.857
226.8246	1	SS39	32	50pStop          	1	0	 0.5	    NaN
229.8254	1	SS39	33	StopTrialResponse	0	1	0.75	531.829
235.8239	1	SS39	34	StopTrialResponse	0	1	0.75	539.053
238.8127	1	SS39	35	25pStop          	1	0	0.25	    NaN
252.3318	1	SS39	36	100pGo           	0	1	   1	505.721
255.3199	1	SS39	37	0pStop           	1	0	   0	    NaN
258.3168	1	SS39	38	0pStop           	1	0	   0	    NaN
264.3278	1	SS39	39	StopTrialResponse	0	1	0.75	492.252
277.8316	1	SS39	40	25pStop          	1	0	0.25	    NaN
280.8302	1	SS39	41	50pStop          	1	0	 0.5	    NaN
285.3125	1	SS39	42	25pStop          	1	0	0.25	    NaN
288.3179	1	SS39	43	0pStop           	1	0	   0	    NaN
 292.825	1	SS39	44	100pGo           	0	1	   1	492.646
295.8223	1	SS39	45	100pGo           	0	1	   1	501.869
300.3166	1	SS39	46	0pStop           	1	0	   0	    NaN
304.8243	1	SS39	47	25pStop          	1	0	0.25	    NaN
310.8251	1	SS39	48	100pGo           	0	1	   1	539.569
316.8241	1	SS39	49	25pStop          	1	0	0.25	    NaN
321.3272	1	SS39	50	100pGo           	0	1	   1	454.907
325.8207	1	SS39	51	25pStop          	1	0	0.25	    NaN
333.3299	1	SS39	52	0pStop           	1	0	   0	    NaN
 339.329	1	SS39	53	100pGo           	0	1	   1	525.897
343.8315	1	SS39	54	StopTrialResponse	0	1	0.75	504.259
354.3356	1	SS39	55	50pStop          	1	0	 0.5	    NaN
358.8235	1	SS39	56	StopTrialResponse	0	1	0.75	539.725
367.8241	1	SS39	57	25pStop          	1	0	0.25	    NaN
372.3177	1	SS39	58	50pStop          	1	0	 0.5	    NaN
 375.325	1	SS39	59	100pGo           	0	1	   1	505.943
381.3248	1	SS39	60	0pStop           	1	0	   0	    NaN
394.8213	1	SS39	61	50pStop          	1	0	 0.5	    NaN
408.3256	1	SS39	62	StopTrialResponse	0	1	0.75	489.547
414.3251	1	SS39	63	StopTrialResponse	0	1	0.75	496.516
418.8229	1	SS39	64	50pStop          	1	0	 0.5	    NaN
423.3252	1	SS39	65	25pStop          	1	0	0.25	    NaN
429.3262	1	SS39	66	100pGo           	0	1	   1	512.737
433.8324	1	SS39	67	100pGo           	0	1	   1	533.069
442.8177	1	SS39	68	0pStop           	1	0	   0	    NaN
445.8224	1	SS39	69	25pStop          	1	0	0.25	    NaN
 454.823	1	SS39	70	StopTrialResponse	0	1	0.75	537.974
462.3261	1	SS39	71	StopTrialResponse	0	1	0.75	464.139
474.3297	1	SS39	72	StopTrialResponse	0	1	0.75	450.718
478.8239	1	SS39	73	100pGo           	0	1	   1	538.777
484.8305	1	SS39	74	50pStop          	1	0	 0.5	    NaN
 489.325	1	SS39	75	100pGo           	0	1	   1	  528.9
