onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
1.817733	1	SS39	 1	50pStop          	1	0	 0.5	    NaN
15.30903	1	SS39	 2	StopTrialResponse	0	1	0.75	512.594
21.31556	1	SS39	 3	25pStop          	1	0	0.25	    NaN
28.80882	1	SS39	 4	StopTrialResponse	0	1	0.75	538.114
36.30862	1	SS39	 5	0pStop           	1	0	   0	    NaN
40.80606	1	SS39	 6	25pStop          	1	0	0.25	    NaN
45.30937	1	SS39	 7	0pStop           	1	0	   0	    NaN
51.31871	1	SS39	 8	50pStop          	1	0	 0.5	    NaN
57.30918	1	SS39	 9	0pStop           	1	0	   0	    NaN
61.80563	1	SS39	10	StopTrialResponse	0	1	0.75	520.164
64.80825	1	SS39	11	StopTrialResponse	0	1	0.75	501.582
78.30899	1	SS39	12	25pStop          	1	0	0.25	    NaN
88.82335	1	SS39	13	50pStop          	1	0	 0.5	    NaN
93.31297	1	SS39	14	StopTrialResponse	0	1	0.75	483.467
97.81738	1	SS39	15	100pGo           	0	1	   1	532.341
 100.815	1	SS39	16	25pStop          	1	0	0.25	    NaN
105.3091	1	SS39	17	50pStop          	1	0	 0.5	    NaN
111.3092	1	SS39	18	25pStop          	1	0	0.25	    NaN
123.3183	1	SS39	19	25pStop          	1	0	0.25	    NaN
127.8153	1	SS39	20	25pStop          	1	0	0.25	    NaN
136.8132	1	SS39	21	StopTrialResponse	0	1	0.75	529.958
 141.319	1	SS39	22	50pStop          	1	0	 0.5	    NaN
145.8135	1	SS39	23	50pStop          	1	0	 0.5	    NaN
150.3189	1	SS39	24	50pStop          	1	0	 0.5	    NaN
157.8051	1	SS39	25	100pGo           	0	1	   1	520.656
165.3114	1	SS39	26	100pGo           	0	1	   1	487.773
175.8245	1	SS39	27	25pStop          	1	0	0.25	    NaN
178.8163	1	SS39	28	100pGo           	0	1	   1	487.248
184.8128	1	SS39	29	25pStop          	1	0	0.25	    NaN
189.3211	1	SS39	30	100pGo           	0	1	   1	524.868
198.3119	1	SS39	31	StopTrialResponse	0	1	0.75	538.219
204.3154	1	SS39	32	0pStop           	1	0	   0	    NaN
 211.823	1	SS39	33	50pStop          	1	0	 0.5	    NaN
214.8152	1	SS39	34	100pGo           	0	1	   1	470.779
226.8137	1	SS39	35	StopTrialResponse	0	1	0.75	538.599
231.3273	1	SS39	36	100pGo           	0	1	   1	469.574
244.8146	1	SS39	37	0pStop           	1	0	   0	    NaN
253.8175	1	SS39	38	0pStop           	1	0	   0	    NaN
264.3204	1	SS39	39	StopTrialResponse	0	1	0.75	517.975
274.8236	1	SS39	40	0pStop           	1	0	   0	    NaN
277.8131	1	SS39	41	StopTrialResponse	0	1	0.75	539.765
286.8236	1	SS39	42	100pGo           	0	1	   1	511.485
 292.823	1	SS39	43	StopTrialResponse	0	1	0.75	517.486
297.3193	1	SS39	44	StopTrialResponse	0	1	0.75	539.583
301.8133	1	SS39	45	50pStop          	1	0	 0.5	    NaN
304.8174	1	SS39	46	25pStop          	1	0	0.25	    NaN
309.3105	1	SS39	47	100pGo           	0	1	   1	534.086
315.3178	1	SS39	48	100pGo           	0	1	   1	 480.41
 319.818	1	SS39	49	50pStop          	1	0	 0.5	    NaN
324.3192	1	SS39	50	0pStop           	1	0	   0	    NaN
337.8151	1	SS39	51	100pGo           	0	1	   1	533.281
 342.322	1	SS39	52	50pStop          	1	0	 0.5	    NaN
354.3259	1	SS39	53	100pGo           	0	1	   1	457.143
358.8127	1	SS39	54	50pStop          	1	0	 0.5	    NaN
369.3293	1	SS39	55	0pStop           	1	0	   0	    NaN
375.3186	1	SS39	56	0pStop           	1	0	   0	    NaN
381.3288	1	SS39	57	50pStop          	1	0	 0.5	    NaN
390.3271	1	SS39	58	0pStop           	1	0	   0	    NaN
394.8258	1	SS39	59	0pStop           	1	0	   0	    NaN
397.8156	1	SS39	60	StopTrialResponse	0	1	0.75	524.881
409.8295	1	SS39	61	25pStop          	1	0	0.25	    NaN
415.8162	1	SS39	62	100pGo           	0	1	   1	537.771
418.8173	1	SS39	63	0pStop           	1	0	   0	    NaN
423.3255	1	SS39	64	0pStop           	1	0	   0	    NaN
435.3196	1	SS39	65	50pStop          	1	0	 0.5	    NaN
439.8163	1	SS39	66	25pStop          	1	0	0.25	    NaN
445.8235	1	SS39	67	StopTrialResponse	0	1	0.75	539.128
451.8334	1	SS39	68	25pStop          	1	0	0.25	    NaN
454.8233	1	SS39	69	0pStop           	1	0	   0	    NaN
459.3193	1	SS39	70	StopTrialResponse	0	1	0.75	487.063
462.3177	1	SS39	71	100pGo           	0	1	   1	504.452
466.8129	1	SS39	72	50pStop          	1	0	 0.5	    NaN
472.8181	1	SS39	73	25pStop          	1	0	0.25	    NaN
 478.825	1	SS39	74	25pStop          	1	0	0.25	    NaN
492.3365	1	SS39	75	100pGo           	0	1	   1	538.705
