onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
1.826004	1	SS43	 1	25pStop          	1	0	0.25	    NaN
7.818553	1	SS43	 2	0pStop           	1	0	   0	    NaN
19.82489	1	SS43	 3	25pStop          	1	0	0.25	    NaN
33.32718	1	SS43	 4	0pStop           	1	0	   0	    NaN
37.82281	1	SS43	 5	StopTrialResponse	0	1	 0.5	 528.08
46.81354	1	SS43	 6	100pGo           	0	1	   1	512.242
 51.3181	1	SS43	 7	100pGo           	0	1	   1	536.146
54.30503	1	SS43	 8	StopTrialResponse	0	1	0.75	539.385
64.81403	1	SS43	 9	StopTrialResponse	0	1	0.25	538.527
69.32773	1	SS43	10	0pStop           	1	0	   0	    NaN
72.31738	1	SS43	11	StopTrialResponse	0	1	 0.5	537.838
78.32878	1	SS43	12	100pGo           	0	1	   1	537.794
81.32293	1	SS43	13	StopTrialResponse	0	1	0.25	537.793
85.81587	1	SS43	14	25pStop          	1	0	0.25	    NaN
88.81306	1	SS43	15	StopTrialResponse	0	1	 0.5	538.571
102.3203	1	SS43	16	0pStop           	1	0	   0	    NaN
115.8241	1	SS43	17	0pStop           	1	0	   0	    NaN
121.8155	1	SS43	18	StopTrialResponse	0	1	0.25	539.227
130.8164	1	SS43	19	StopTrialResponse	0	1	 0.5	539.334
138.3307	1	SS43	20	0pStop           	1	0	   0	    NaN
 147.327	1	SS43	21	100pGo           	0	1	   1	539.132
154.8162	1	SS43	22	25pStop          	1	0	0.25	    NaN
166.8262	1	SS43	23	100pGo           	0	1	   1	538.442
172.8174	1	SS43	24	StopTrialResponse	0	1	0.75	 514.87
175.8211	1	SS43	25	StopTrialResponse	0	1	0.75	539.131
180.3195	1	SS43	26	StopTrialResponse	0	1	0.75	538.985
184.8155	1	SS43	27	StopTrialResponse	0	1	0.25	538.401
 189.318	1	SS43	28	StopTrialResponse	0	1	 0.5	537.596
195.3173	1	SS43	29	StopTrialResponse	0	1	0.75	537.952
202.8337	1	SS43	30	0pStop           	1	0	   0	    NaN
208.8252	1	SS43	31	StopTrialResponse	0	1	0.25	538.089
213.3197	1	SS43	32	StopTrialResponse	0	1	0.75	502.092
225.3194	1	SS43	33	StopTrialResponse	0	1	0.75	540.291
228.3277	1	SS43	34	100pGo           	0	1	   1	539.985
 232.821	1	SS43	35	StopTrialResponse	0	1	0.75	538.056
237.3182	1	SS43	36	75pStop          	1	0	0.75	    NaN
246.3194	1	SS43	37	0pStop           	1	0	   0	    NaN
252.3198	1	SS43	38	StopTrialResponse	0	1	0.75	539.572
258.3304	1	SS43	39	StopTrialResponse	0	1	 0.5	539.026
264.3189	1	SS43	40	100pGo           	0	1	   1	512.469
 273.322	1	SS43	41	100pGo           	0	1	   1	539.928
277.8215	1	SS43	42	100pGo           	0	1	   1	539.831
291.3208	1	SS43	43	StopTrialResponse	0	1	0.75	485.143
297.3283	1	SS43	44	100pGo           	0	1	   1	539.755
309.3348	1	SS43	45	0pStop           	1	0	   0	    NaN
319.8283	1	SS43	46	0pStop           	1	0	   0	    NaN
324.3284	1	SS43	47	100pGo           	0	1	   1	539.169
330.3182	1	SS43	48	25pStop          	1	0	0.25	    NaN
336.3282	1	SS43	49	StopTrialResponse	0	1	0.75	540.774
342.3289	1	SS43	50	100pGo           	0	1	   1	539.152
346.8288	1	SS43	51	25pStop          	1	0	0.25	    NaN
354.3279	1	SS43	52	StopTrialResponse	0	1	0.75	538.815
358.8328	1	SS43	53	StopTrialResponse	0	1	0.25	538.865
361.8235	1	SS43	54	0pStop           	1	0	   0	    NaN
366.3279	1	SS43	55	StopTrialResponse	0	1	 0.5	538.175
378.3172	1	SS43	56	50pStop          	1	0	 0.5	    NaN
381.3293	1	SS43	57	StopTrialResponse	0	1	 0.5	540.458
385.8219	1	SS43	58	StopTrialResponse	0	1	 0.5	539.593
390.3252	1	SS43	59	StopTrialResponse	0	1	 0.5	539.174
394.8259	1	SS43	60	StopTrialResponse	0	1	 0.5	537.974
397.8325	1	SS43	61	0pStop           	1	0	   0	    NaN
402.3211	1	SS43	62	100pGo           	0	1	   1	 538.75
408.3263	1	SS43	63	StopTrialResponse	0	1	0.75	539.385
412.8237	1	SS43	64	0pStop           	1	0	   0	    NaN
415.8223	1	SS43	65	25pStop          	1	0	0.25	    NaN
420.3262	1	SS43	66	100pGo           	0	1	   1	537.608
430.8328	1	SS43	67	0pStop           	1	0	   0	    NaN
  435.33	1	SS43	68	StopTrialResponse	0	1	0.25	537.656
445.8403	1	SS43	69	StopTrialResponse	0	1	 0.5	 539.04
450.3249	1	SS43	70	100pGo           	0	1	   1	538.882
454.8253	1	SS43	71	0pStop           	1	0	   0	    NaN
462.3367	1	SS43	72	25pStop          	1	0	0.25	    NaN
468.3271	1	SS43	73	StopTrialResponse	0	1	0.75	538.807
481.8405	1	SS43	74	StopTrialResponse	0	1	 0.5	538.269
492.3252	1	SS43	75	StopTrialResponse	0	1	 0.5	521.978
