onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
1.819707	1	SS31	 1	0pStop           	1	0	   0	    NaN
 10.8082	1	SS31	 2	StopTrialResponse	0	1	0.75	539.418
15.31214	1	SS31	 3	100pGo           	0	1	   1	539.373
21.31154	1	SS31	 4	0pStop           	1	0	   0	    NaN
25.81534	1	SS31	 5	25pStop          	1	0	0.25	    NaN
31.80757	1	SS31	 6	25pStop          	1	0	0.25	    NaN
39.31252	1	SS31	 7	25pStop          	1	0	0.25	    NaN
 48.3188	1	SS31	 8	0pStop           	1	0	   0	    NaN
51.31166	1	SS31	 9	100pGo           	0	1	   1	537.788
55.81766	1	SS31	10	25pStop          	1	0	0.25	    NaN
58.80804	1	SS31	11	StopTrialResponse	0	1	 0.5	538.799
66.32058	1	SS31	12	StopTrialResponse	0	1	0.25	539.104
79.82257	1	SS31	13	StopTrialResponse	0	1	0.75	538.372
85.80914	1	SS31	14	25pStop          	1	0	0.25	    NaN
90.31193	1	SS31	15	StopTrialResponse	0	1	 0.5	539.608
94.82476	1	SS31	16	100pGo           	0	1	   1	538.689
 100.809	1	SS31	17	100pGo           	0	1	   1	537.562
105.3098	1	SS31	18	StopTrialResponse	0	1	0.75	539.868
109.8157	1	SS31	19	25pStop          	1	0	0.25	    NaN
115.8044	1	SS31	20	50pStop          	1	0	 0.5	    NaN
120.3118	1	SS31	21	StopTrialResponse	0	1	0.75	538.539
124.8079	1	SS31	22	100pGo           	0	1	   1	538.929
129.3133	1	SS31	23	100pGo           	0	1	   1	501.338
139.8137	1	SS31	24	50pStop          	1	0	 0.5	    NaN
142.8242	1	SS31	25	StopTrialResponse	0	1	0.75	518.423
151.8168	1	SS31	26	100pGo           	0	1	   1	538.783
165.3285	1	SS31	27	StopTrialResponse	0	1	0.75	538.801
177.3201	1	SS31	28	StopTrialResponse	0	1	0.25	538.837
181.8156	1	SS31	29	StopTrialResponse	0	1	0.75	538.715
186.3207	1	SS31	30	StopTrialResponse	0	1	0.75	533.902
192.3055	1	SS31	31	StopTrialResponse	0	1	 0.5	537.736
198.3279	1	SS31	32	StopTrialResponse	0	1	0.75	539.723
202.8164	1	SS31	33	100pGo           	0	1	   1	538.295
210.3056	1	SS31	34	0pStop           	1	0	   0	    NaN
213.3126	1	SS31	35	25pStop          	1	0	0.25	    NaN
225.3211	1	SS31	36	50pStop          	1	0	 0.5	    NaN
237.3201	1	SS31	37	100pGo           	0	1	   1	537.775
241.8156	1	SS31	38	25pStop          	1	0	0.25	    NaN
247.8242	1	SS31	39	0pStop           	1	0	   0	    NaN
252.3201	1	SS31	40	0pStop           	1	0	   0	    NaN
258.3202	1	SS31	41	100pGo           	0	1	   1	538.836
262.8093	1	SS31	42	StopTrialResponse	0	1	0.25	538.701
265.8161	1	SS31	43	0pStop           	1	0	   0	    NaN
277.8251	1	SS31	44	50pStop          	1	0	 0.5	    NaN
282.3115	1	SS31	45	100pGo           	0	1	   1	537.865
285.3303	1	SS31	46	25pStop          	1	0	0.25	    NaN
295.8227	1	SS31	47	StopTrialResponse	0	1	0.75	539.181
298.8158	1	SS31	48	100pGo           	0	1	   1	538.845
307.8172	1	SS31	49	StopTrialResponse	0	1	   0	537.537
312.3197	1	SS31	50	StopTrialResponse	0	1	0.75	537.717
315.3286	1	SS31	51	100pGo           	0	1	   1	534.699
327.3205	1	SS31	52	100pGo           	0	1	   1	 502.38
330.3197	1	SS31	53	25pStop          	1	0	0.25	    NaN
334.8161	1	SS31	54	100pGo           	0	1	   1	537.772
340.8167	1	SS31	55	StopTrialResponse	0	1	 0.5	539.013
343.8162	1	SS31	56	StopTrialResponse	0	1	 0.5	517.122
 349.816	1	SS31	57	75pStop          	1	0	0.75	    NaN
360.3289	1	SS31	58	StopTrialResponse	0	1	0.25	 538.29
364.8186	1	SS31	59	StopTrialResponse	0	1	 0.5	539.314
369.3205	1	SS31	60	StopTrialResponse	0	1	0.75	539.237
 382.817	1	SS31	61	StopTrialResponse	0	1	   0	537.813
388.8251	1	SS31	62	StopTrialResponse	0	1	0.75	538.227
394.8317	1	SS31	63	25pStop          	1	0	0.25	    NaN
399.3214	1	SS31	64	StopTrialResponse	0	1	 0.5	525.349
  405.32	1	SS31	65	0pStop           	1	0	   0	    NaN
409.8163	1	SS31	66	StopTrialResponse	0	1	 0.5	539.306
 418.816	1	SS31	67	0pStop           	1	0	   0	    NaN
429.3288	1	SS31	68	0pStop           	1	0	   0	    NaN
435.3281	1	SS31	69	StopTrialResponse	0	1	 0.5	539.786
448.8162	1	SS31	70	StopTrialResponse	0	1	0.75	 538.19
456.3311	1	SS31	71	0pStop           	1	0	   0	    NaN
460.8256	1	SS31	72	StopTrialResponse	0	1	 0.5	538.879
465.3304	1	SS31	73	0pStop           	1	0	   0	    NaN
472.8254	1	SS31	74	StopTrialResponse	0	1	 0.5	470.989
483.3285	1	SS31	75	0pStop           	1	0	   0	    NaN
